"Sessione";"Elezione";"Provincia";"Comune";"Sezione";"Zona";"CollCam";"CollSen";"CollPro";"Elettori";"Votanti";"Validi";"Non validi";"POPOLARI PER L'ITALIA";"+EUROPA - ITALIA IN COMUNE - P";"PARTITO COMUNISTA";"POPOLO DELLA FAMIGLIA - ALTERN";"PARTITO PIRATA";"EUROPA VERDE";"LA SINISTRA";"FORZA ITALIA";"FRATELLI D'ITALIA";"MOVIMENTO 5 STELLE";"CASAPOUND ITALIA - DESTRE UNIT";"LEGA SALVINI PREMIER";"FORZA NUOVA";"PARTITO ANIMALISTA";"PARTITO DEMOCRATICO";"AUTONOMIE PER L'EUROPA"
26/05/2019;1;"Milano";"Milano";2063;8;;;;593;217;213;4;1;8;2;0;1;3;5;33;5;31;1;77;0;2;44;0
26/05/2019;1;"Milano";"Milano";2064;8;;;;802;366;359;7;0;5;1;2;0;4;5;40;12;43;0;158;0;1;87;1
26/05/2019;1;"Milano";"Milano";2065;7;;;;719;360;352;8;1;13;5;0;0;9;11;29;13;42;0;119;0;2;107;1
26/05/2019;1;"Milano";"Milano";2066;5;;;;834;498;488;10;0;23;7;1;0;9;12;60;20;37;0;161;0;1;156;1
26/05/2019;1;"Milano";"Milano";2069;7;;;;760;427;420;7;1;21;6;1;2;13;15;37;20;39;0;112;0;3;149;1
26/05/2019;1;"Milano";"Milano";2070;3;;;;842;523;520;3;1;34;8;0;1;31;15;70;20;45;0;102;1;1;191;0
26/05/2019;1;"Milano";"Milano";2072;7;;;;689;454;443;11;3;36;0;0;1;11;4;45;20;23;0;140;0;0;160;0
26/05/2019;1;"Milano";"Milano";2082;4;;;;0;38;38;0;0;0;0;0;0;1;0;9;7;3;0;10;0;1;7;0
26/05/2019;1;"Milano";"Milano";2083;9;;;;667;419;407;12;0;17;0;2;0;10;4;41;22;46;0;137;2;2;120;4
26/05/2019;1;"Milano";"Milano";2089;8;;;;792;483;477;6;1;22;1;1;1;19;10;61;23;39;0;139;0;3;155;2
26/05/2019;1;"Milano";"Milano";2091;3;;;;837;543;535;8;0;40;1;0;2;18;16;66;29;18;0;91;0;2;252;0
26/05/2019;1;"Milano";"Milano";2092;6;;;;860;509;501;8;3;35;4;2;1;32;6;28;24;57;0;98;0;0;209;2
26/05/2019;1;"Milano";"Milano";2102;2;;;;571;311;305;6;1;11;0;0;0;5;7;23;7;28;0;130;0;3;90;0
26/05/2019;1;"Milano";"Milano";2103;3;;;;778;500;491;9;1;35;1;1;4;16;5;57;20;29;0;138;0;4;179;1
26/05/2019;1;"Milano";"Milano";2105;4;;;;976;633;618;15;1;33;5;1;0;20;12;42;38;35;3;187;1;3;237;0
26/05/2019;1;"Milano";"Milano";2107;4;;;;952;592;577;15;1;17;4;3;3;18;22;53;19;72;0;166;0;1;198;0
26/05/2019;1;"Milano";"Milano";2108;4;;;;1102;727;717;10;7;20;6;1;2;18;17;52;41;59;0;189;0;5;299;1
26/05/2019;1;"Milano";"Milano";2117;7;;;;771;469;463;6;0;10;5;0;2;8;7;27;18;92;4;156;1;1;132;0
26/05/2019;1;"Milano";"Milano";2120;8;;;;771;493;482;11;1;12;0;1;2;24;14;36;28;41;1;143;5;2;171;1
26/05/2019;1;"Milano";"Milano";2124;7;;;;674;404;401;3;2;18;1;0;0;18;8;41;19;32;0;136;0;5;120;1
26/05/2019;1;"Milano";"Milano";2132;9;;;;873;545;538;7;2;19;4;0;1;11;11;28;31;47;1;154;0;1;227;1
26/05/2019;1;"Milano";"Milano";2141;5;;;;749;507;502;5;2;14;4;1;0;15;8;48;24;52;4;167;1;3;159;0
26/05/2019;1;"Milano";"Milano";2144;4;;;;889;561;558;3;2;25;0;1;1;15;14;65;30;34;0;165;1;3;201;1
26/05/2019;1;"Milano";"Milano";2147;7;;;;967;659;653;6;3;25;5;3;0;15;17;87;18;55;2;179;0;6;238;0
26/05/2019;1;"Milano";"Milano";2158;2;;;;1062;654;648;6;2;26;4;1;1;18;10;40;19;98;0;199;2;3;224;1
26/05/2019;1;"Milano";"Milano";2159;2;;;;912;501;492;9;4;22;2;0;1;14;4;53;31;53;0;176;0;2;130;0
26/05/2019;1;"Milano";"Milano";2172;4;;;;755;469;463;6;0;23;1;1;1;23;8;37;27;43;1;154;0;2;142;0
26/05/2019;1;"Milano";"Milano";2181;5;;;;1129;629;613;16;1;31;4;5;2;20;19;44;28;58;2;140;0;5;253;1
26/05/2019;1;"Milano";"Milano";2183;3;;;;802;548;539;9;7;29;3;5;3;30;13;104;20;29;0;117;0;2;177;0
26/05/2019;1;"Milano";"Milano";2184;7;;;;642;356;352;4;0;12;0;3;1;13;5;31;13;33;1;114;0;3;122;1
26/05/2019;1;"Milano";"Milano";2186;5;;;;938;572;556;16;0;35;3;0;1;21;21;56;29;75;1;163;2;3;146;0
26/05/2019;1;"Milano";"Milano";2192;5;;;;798;477;469;8;1;18;6;0;0;14;11;59;22;34;0;137;1;2;164;0
26/05/2019;1;"Milano";"Milano";2193;5;;;;925;485;476;9;3;22;6;2;1;13;7;55;16;44;3;163;0;3;138;0
26/05/2019;1;"Milano";"Milano";2195;5;;;;905;510;497;13;0;26;2;1;1;19;9;59;23;49;2;149;0;0;157;0
26/05/2019;1;"Milano";"Milano";2196;4;;;;661;319;307;12;1;1;4;1;0;3;2;29;14;39;0;134;0;0;79;0
26/05/2019;1;"Milano";"Milano";2210;7;;;;931;486;469;17;0;13;5;5;1;21;25;41;15;77;2;161;0;3;100;0
26/05/2019;1;"Milano";"Milano";2212;6;;;;810;434;428;6;0;16;3;0;1;20;10;50;19;40;1;133;1;3;131;0
26/05/2019;1;"Milano";"Milano";2222;8;;;;883;485;465;20;0;14;6;1;0;8;4;37;24;50;3;188;0;1;129;0
26/05/2019;1;"Milano";"Milano";2229;9;;;;817;463;455;8;1;18;6;1;1;11;13;52;22;48;0;167;0;0;115;0
26/05/2019;1;"Milano";"Milano";2241;7;;;;708;441;422;19;0;13;4;0;1;18;6;32;23;68;0;144;2;0;109;2
26/05/2019;1;"Milano";"Milano";2243;9;;;;882;531;523;8;2;20;4;0;4;17;15;58;35;52;0;150;0;3;163;0
