"Sessione";"Elezione";"Provincia";"Comune";"Sezione";"Zona";"CollCam";"CollSen";"CollPro";"Elettori";"Votanti";"Validi";"Non validi";"POPOLARI PER L'ITALIA";"+EUROPA - ITALIA IN COMUNE - P";"PARTITO COMUNISTA";"POPOLO DELLA FAMIGLIA - ALTERN";"PARTITO PIRATA";"EUROPA VERDE";"LA SINISTRA";"FORZA ITALIA";"FRATELLI D'ITALIA";"MOVIMENTO 5 STELLE";"CASAPOUND ITALIA - DESTRE UNIT";"LEGA SALVINI PREMIER";"FORZA NUOVA";"PARTITO ANIMALISTA";"PARTITO DEMOCRATICO";"AUTONOMIE PER L'EUROPA"
26/05/2019;1;"Milano";"Milano";922;4;;;;730;437;427;10;0;15;6;4;3;13;4;37;28;31;1;154;0;2;129;0
26/05/2019;1;"Milano";"Milano";924;4;;;;821;555;554;1;3;26;4;5;2;19;3;62;29;30;0;148;0;0;222;1
26/05/2019;1;"Milano";"Milano";925;5;;;;1011;594;581;13;3;32;2;1;0;23;18;71;23;55;1;131;0;3;218;0
26/05/2019;1;"Milano";"Milano";927;4;;;;830;504;496;8;3;29;3;2;0;10;7;69;34;30;5;113;0;1;189;1
26/05/2019;1;"Milano";"Milano";928;5;;;;1042;646;637;9;5;38;4;2;1;15;15;45;31;45;1;157;2;2;274;0
26/05/2019;1;"Milano";"Milano";929;5;;;;124;28;28;0;0;1;0;0;0;2;0;4;1;5;0;11;0;0;4;0
26/05/2019;1;"Milano";"Milano";930;4;;;;956;575;572;3;0;28;4;1;1;15;12;58;40;33;2;138;1;2;236;1
26/05/2019;1;"Milano";"Milano";931;4;;;;755;416;407;9;0;13;2;2;1;16;3;32;15;40;1;135;0;1;145;1
26/05/2019;1;"Milano";"Milano";933;4;;;;684;381;377;4;3;20;0;1;4;12;6;33;14;39;2;112;0;2;129;0
26/05/2019;1;"Milano";"Milano";934;4;;;;717;435;421;14;0;24;2;4;2;17;9;51;15;35;1;112;2;0;146;1
26/05/2019;1;"Milano";"Milano";936;4;;;;660;373;369;4;0;11;5;0;0;10;15;28;18;39;2;123;0;1;117;0
26/05/2019;1;"Milano";"Milano";938;4;;;;727;403;394;9;1;15;4;1;2;8;7;32;18;50;1;123;1;3;128;0
26/05/2019;1;"Milano";"Milano";940;4;;;;514;244;233;11;0;6;0;3;0;9;1;16;4;38;1;89;0;2;64;0
26/05/2019;1;"Milano";"Milano";941;4;;;;718;301;287;14;1;6;6;1;1;5;3;36;6;43;1;134;1;4;39;0
26/05/2019;1;"Milano";"Milano";942;4;;;;555;254;242;12;0;3;0;0;1;2;9;29;13;25;2;105;1;3;48;1
26/05/2019;1;"Milano";"Milano";945;4;;;;795;422;418;4;1;8;1;0;1;8;3;38;18;48;1;187;0;4;99;1
26/05/2019;1;"Milano";"Milano";946;5;;;;877;393;380;13;0;4;5;1;0;3;7;37;8;50;1;207;1;1;55;0
26/05/2019;1;"Milano";"Milano";947;4;;;;594;270;265;5;2;3;1;1;1;3;5;34;11;30;1;123;0;1;49;0
26/05/2019;1;"Milano";"Milano";948;5;;;;865;450;445;5;0;10;1;1;0;5;12;32;31;59;1;207;2;4;80;0
26/05/2019;1;"Milano";"Milano";951;5;;;;860;473;469;4;3;16;6;2;2;18;9;39;26;34;0;140;0;2;172;0
26/05/2019;1;"Milano";"Milano";952;5;;;;750;500;495;5;2;16;1;2;0;5;6;66;31;34;0;151;0;1;180;0
26/05/2019;1;"Milano";"Milano";953;5;;;;971;466;457;9;0;16;2;2;3;18;3;51;28;59;3;139;1;2;129;1
26/05/2019;1;"Milano";"Milano";954;5;;;;893;439;431;8;1;16;8;2;3;16;6;42;28;47;1;140;0;3;117;1
26/05/2019;1;"Milano";"Milano";955;5;;;;1029;625;612;13;1;21;3;3;2;13;16;78;15;96;1;168;0;3;190;2
26/05/2019;1;"Milano";"Milano";956;4;;;;592;263;261;2;0;6;3;0;0;2;6;17;10;54;1;87;0;0;75;0
26/05/2019;1;"Milano";"Milano";957;4;;;;118;50;45;5;0;2;2;0;0;0;2;10;2;5;1;9;0;0;12;0
26/05/2019;1;"Milano";"Milano";959;5;;;;927;447;440;7;5;12;6;0;0;10;7;32;20;70;2;146;0;1;129;0
26/05/2019;1;"Milano";"Milano";960;5;;;;1020;627;619;8;4;31;2;0;0;19;8;80;40;39;3;187;0;2;203;1
26/05/2019;1;"Milano";"Milano";961;5;;;;781;485;476;9;3;13;1;1;0;18;7;65;34;43;0;154;0;1;136;0
26/05/2019;1;"Milano";"Milano";962;5;;;;776;454;445;9;8;16;2;0;2;5;10;69;17;28;2;129;0;4;151;2
26/05/2019;1;"Milano";"Milano";963;5;;;;1107;622;615;7;0;43;3;4;3;19;12;80;40;58;1;143;1;5;201;2
26/05/2019;1;"Milano";"Milano";964;5;;;;1013;560;554;6;1;42;3;6;0;13;8;62;40;47;1;138;0;1;192;0
26/05/2019;1;"Milano";"Milano";965;5;;;;941;548;535;13;0;31;3;2;3;16;2;59;27;40;2;190;2;0;158;0
26/05/2019;1;"Milano";"Milano";968;5;;;;947;478;474;4;2;25;3;3;1;20;9;45;23;58;1;129;2;3;150;0
26/05/2019;1;"Milano";"Milano";969;5;;;;983;595;581;14;4;27;3;0;3;18;5;51;43;55;2;167;1;3;198;1
26/05/2019;1;"Milano";"Milano";970;5;;;;1096;661;650;11;3;28;6;1;1;31;20;68;40;62;0;201;5;1;183;0
26/05/2019;1;"Milano";"Milano";971;5;;;;1001;648;636;12;0;28;6;0;1;15;10;77;40;40;1;187;2;2;226;1
26/05/2019;1;"Milano";"Milano";973;5;;;;889;552;550;2;1;33;5;1;2;21;14;36;25;50;3;112;0;5;241;1
26/05/2019;1;"Milano";"Milano";974;5;;;;790;476;472;4;1;37;4;1;1;17;10;45;21;41;0;84;0;1;209;0
26/05/2019;1;"Milano";"Milano";976;5;;;;750;383;371;12;1;25;5;0;1;17;17;22;9;40;0;88;1;4;141;0
26/05/2019;1;"Milano";"Milano";978;6;;;;756;453;449;4;1;22;2;1;0;15;11;40;30;28;1;108;1;2;187;0
26/05/2019;1;"Milano";"Milano";979;5;;;;765;409;401;8;1;25;4;1;2;8;11;26;16;30;0;118;1;3;155;0
26/05/2019;1;"Milano";"Milano";981;5;;;;859;454;442;12;0;23;1;0;2;13;19;40;18;37;2;92;0;3;192;0
26/05/2019;1;"Milano";"Milano";982;5;;;;715;367;355;12;1;16;1;0;2;9;17;22;20;58;1;114;0;1;93;0
26/05/2019;1;"Milano";"Milano";983;5;;;;700;475;468;7;1;22;0;2;1;19;2;74;30;18;0;110;1;0;187;1
26/05/2019;1;"Milano";"Milano";984;5;;;;664;373;372;1;0;19;0;1;3;12;14;26;13;31;3;112;0;2;136;0
26/05/2019;1;"Milano";"Milano";985;5;;;;823;459;453;6;2;26;0;2;1;21;17;49;18;39;0;117;1;1;158;1
26/05/2019;1;"Milano";"Milano";986;5;;;;817;422;413;9;0;22;7;0;1;19;11;29;15;42;0;100;0;3;164;0
26/05/2019;1;"Milano";"Milano";988;5;;;;823;519;507;12;1;24;1;1;2;20;13;52;16;49;0;143;1;3;179;2
26/05/2019;1;"Milano";"Milano";989;5;;;;894;528;516;12;3;29;5;1;1;16;16;51;20;43;1;123;1;3;203;0
26/05/2019;1;"Milano";"Milano";990;5;;;;838;549;545;4;0;27;3;2;1;17;20;47;35;33;1;168;2;6;181;2
26/05/2019;1;"Milano";"Milano";994;5;;;;725;363;357;6;0;19;2;0;1;11;8;31;12;41;2;113;0;1;116;0
26/05/2019;1;"Milano";"Milano";995;5;;;;697;293;278;15;0;6;5;0;0;6;5;27;11;36;2;124;1;1;54;0
26/05/2019;1;"Milano";"Milano";1001;5;;;;950;511;492;19;1;16;2;0;0;19;12;37;25;53;0;171;1;3;150;2
26/05/2019;1;"Milano";"Milano";1003;5;;;;759;395;387;8;0;13;4;0;0;21;9;33;26;39;0;99;1;1;141;0
26/05/2019;1;"Milano";"Milano";1004;6;;;;681;366;360;6;1;15;3;1;4;9;3;40;15;32;0;115;0;4;118;0
26/05/2019;1;"Milano";"Milano";1005;6;;;;798;415;411;4;1;19;0;0;1;8;10;48;22;40;2;126;0;0;134;0
26/05/2019;1;"Milano";"Milano";1006;6;;;;693;426;419;7;2;14;0;1;0;13;7;52;23;37;0;126;0;2;142;0
26/05/2019;1;"Milano";"Milano";1007;6;;;;680;446;442;4;2;26;1;1;2;14;10;52;35;40;2;129;0;2;125;1
26/05/2019;1;"Milano";"Milano";1008;6;;;;800;414;405;9;1;14;1;1;1;15;5;44;18;59;0;104;3;3;136;0
26/05/2019;1;"Milano";"Milano";1010;6;;;;725;385;381;4;0;20;4;0;2;16;12;25;16;56;1;89;0;3;137;0
26/05/2019;1;"Milano";"Milano";1012;6;;;;389;146;141;5;1;5;2;0;0;0;6;12;4;21;2;48;2;1;37;0
26/05/2019;1;"Milano";"Milano";1013;6;;;;782;469;452;17;2;8;1;2;1;12;10;46;28;62;1;153;2;5;119;0
26/05/2019;1;"Milano";"Milano";1015;6;;;;777;494;488;6;1;12;7;0;1;18;16;37;21;57;0;144;2;1;171;0
26/05/2019;1;"Milano";"Milano";1016;6;;;;792;427;419;8;2;9;4;4;2;9;18;29;20;45;1;130;0;3;142;1
26/05/2019;1;"Milano";"Milano";1017;6;;;;967;582;570;12;2;35;2;1;0;25;17;47;26;54;2;138;0;4;216;1
26/05/2019;1;"Milano";"Milano";1019;6;;;;1023;674;666;8;2;43;5;2;3;24;12;37;44;50;1;159;0;3;279;2
26/05/2019;1;"Milano";"Milano";1020;6;;;;815;471;458;13;2;29;6;2;0;17;12;45;20;40;0;141;0;3;141;0
26/05/2019;1;"Milano";"Milano";1021;6;;;;899;511;509;2;2;32;1;0;2;17;9;29;20;52;1;124;2;6;212;0
26/05/2019;1;"Milano";"Milano";1022;6;;;;683;409;400;9;0;18;2;1;0;13;10;26;25;35;0;120;0;3;146;1
26/05/2019;1;"Milano";"Milano";1023;6;;;;705;440;437;3;1;15;0;0;0;12;3;72;35;19;0;99;1;0;180;0
26/05/2019;1;"Milano";"Milano";1024;6;;;;826;482;472;10;1;30;1;0;0;22;11;45;21;37;0;116;0;1;187;0
26/05/2019;1;"Milano";"Milano";1025;6;;;;672;323;307;16;1;11;1;0;1;8;3;43;12;31;1;119;4;1;71;0
26/05/2019;1;"Milano";"Milano";1027;6;;;;879;447;440;7;2;34;6;3;1;23;18;47;19;43;3;95;0;1;145;0
26/05/2019;1;"Milano";"Milano";1028;6;;;;962;553;541;12;2;29;4;3;3;19;9;65;40;58;2;141;1;7;158;0
26/05/2019;1;"Milano";"Milano";1029;6;;;;787;355;345;10;0;13;3;0;0;15;12;33;13;53;3;120;0;4;76;0
26/05/2019;1;"Milano";"Milano";1030;6;;;;552;209;197;12;0;3;0;0;1;13;8;22;7;34;0;84;0;0;25;0
26/05/2019;1;"Milano";"Milano";1032;6;;;;771;382;370;12;1;17;5;1;0;6;14;36;11;52;0;125;0;2;99;1
26/05/2019;1;"Milano";"Milano";1033;6;;;;790;476;468;8;3;27;4;0;0;13;13;30;33;38;1;138;1;1;166;0
26/05/2019;1;"Milano";"Milano";1034;6;;;;831;442;433;9;0;21;1;2;2;14;10;49;24;58;1;131;0;2;118;0
26/05/2019;1;"Milano";"Milano";1035;6;;;;436;205;194;11;1;7;1;0;0;7;4;14;6;25;1;76;0;0;51;1
26/05/2019;1;"Milano";"Milano";1037;6;;;;1020;575;565;10;3;16;1;3;0;12;14;43;56;68;1;205;0;4;139;0
26/05/2019;1;"Milano";"Milano";1038;6;;;;659;285;277;8;0;7;5;0;1;10;12;33;10;35;0;107;0;0;57;0
26/05/2019;1;"Milano";"Milano";1039;6;;;;279;47;44;3;1;1;0;1;0;1;0;9;3;3;0;14;0;0;11;0
26/05/2019;1;"Milano";"Milano";1040;6;;;;152;26;25;1;0;1;3;1;0;0;0;3;2;2;0;7;0;0;6;0
26/05/2019;1;"Milano";"Milano";1043;7;;;;0;49;48;1;0;4;0;0;0;2;3;8;1;3;0;11;0;0;16;0
26/05/2019;1;"Milano";"Milano";1044;7;;;;180;23;23;0;0;0;0;0;0;1;1;6;0;1;0;4;0;0;10;0
26/05/2019;1;"Milano";"Milano";1045;7;;;;691;412;403;9;1;15;6;0;1;14;4;37;26;42;1;141;0;1;113;1
26/05/2019;1;"Milano";"Milano";1046;7;;;;500;304;298;6;1;22;3;0;1;10;4;29;6;14;0;100;0;0;108;0
26/05/2019;1;"Milano";"Milano";1048;7;;;;689;430;422;8;1;25;1;2;1;23;3;45;27;37;0;79;1;2;175;0
26/05/2019;1;"Milano";"Milano";1050;7;;;;888;545;541;4;3;36;4;0;2;12;12;47;16;52;0;144;0;3;210;0
26/05/2019;1;"Milano";"Milano";1051;7;;;;845;463;458;5;2;25;1;1;0;20;8;35;28;30;0;120;0;2;186;0
26/05/2019;1;"Milano";"Milano";1052;7;;;;884;538;530;8;1;21;2;5;1;15;7;51;29;56;0;138;0;2;202;0
26/05/2019;1;"Milano";"Milano";1056;7;;;;952;569;564;5;2;21;3;1;1;27;17;48;17;64;4;161;1;1;196;0
26/05/2019;1;"Milano";"Milano";1059;7;;;;756;506;492;14;1;22;5;1;1;14;11;54;32;50;0;110;2;1;188;0
26/05/2019;1;"Milano";"Milano";1062;7;;;;537;231;221;10;0;8;1;0;0;10;3;26;12;23;0;97;0;1;39;1
26/05/2019;1;"Milano";"Milano";1063;7;;;;771;395;386;9;2;9;3;2;1;11;6;42;14;34;0;135;0;2;125;0
26/05/2019;1;"Milano";"Milano";1064;7;;;;634;326;315;11;0;15;3;0;0;8;7;32;19;23;1;122;0;1;84;0
26/05/2019;1;"Milano";"Milano";1068;7;;;;793;460;456;4;2;23;1;0;4;12;10;46;25;55;0;141;1;2;133;1
26/05/2019;1;"Milano";"Milano";1069;7;;;;669;342;322;20;1;13;2;1;1;12;4;33;14;43;1;121;1;1;73;1
26/05/2019;1;"Milano";"Milano";1070;7;;;;548;323;313;10;1;14;2;2;0;7;1;22;12;31;0;125;2;0;94;0
26/05/2019;1;"Milano";"Milano";1072;7;;;;615;298;288;10;1;3;2;0;2;7;1;23;7;22;3;144;0;1;71;1
26/05/2019;1;"Milano";"Milano";1073;7;;;;779;437;431;6;0;7;6;2;0;17;10;20;15;46;1;173;1;2;131;0
26/05/2019;1;"Milano";"Milano";1074;7;;;;928;604;597;7;0;18;2;2;4;23;19;43;33;72;3;206;0;4;168;0
26/05/2019;1;"Milano";"Milano";1075;7;;;;872;466;459;7;1;9;4;1;0;11;11;33;16;58;3;160;2;3;147;0
26/05/2019;1;"Milano";"Milano";1076;7;;;;626;269;262;7;0;7;1;2;2;7;5;28;11;35;2;124;0;1;36;1
26/05/2019;1;"Milano";"Milano";1077;7;;;;725;459;450;9;1;22;1;2;3;21;9;43;16;38;2;145;0;1;144;2
26/05/2019;1;"Milano";"Milano";1078;7;;;;717;398;393;5;1;21;0;1;2;5;6;32;12;40;1;124;1;3;143;1
26/05/2019;1;"Milano";"Milano";1079;6;;;;808;472;466;6;1;19;2;1;0;17;7;45;24;27;2;143;0;3;175;0
26/05/2019;1;"Milano";"Milano";1080;7;;;;998;654;644;10;2;28;3;2;2;17;20;73;42;47;1;162;0;2;243;0
26/05/2019;1;"Milano";"Milano";1081;7;;;;768;428;415;13;3;9;1;2;1;8;7;44;28;47;2;171;0;4;87;1
26/05/2019;1;"Milano";"Milano";1082;7;;;;665;309;305;4;2;10;5;1;1;9;6;33;17;43;2;118;0;1;57;0
26/05/2019;1;"Milano";"Milano";1083;7;;;;769;331;325;6;0;5;3;0;1;7;11;44;5;50;1;137;0;3;57;1
26/05/2019;1;"Milano";"Milano";1084;7;;;;774;555;551;4;2;27;3;4;2;15;12;42;46;48;1;137;0;3;208;1
26/05/2019;1;"Milano";"Milano";1085;7;;;;887;436;427;9;1;11;8;2;4;8;10;42;17;58;1;148;1;0;116;0
26/05/2019;1;"Milano";"Milano";1087;7;;;;844;428;422;6;0;10;3;0;0;8;15;33;31;55;0;167;1;2;94;3
26/05/2019;1;"Milano";"Milano";1089;7;;;;1024;498;492;6;1;21;9;1;2;12;25;26;13;66;2;164;0;5;145;0
26/05/2019;1;"Milano";"Milano";1090;7;;;;943;574;562;12;1;9;7;2;1;13;13;50;25;69;3;203;1;6;159;0
26/05/2019;1;"Milano";"Milano";1092;7;;;;751;409;395;14;0;14;5;2;2;16;4;27;18;40;0;146;1;1;119;0
26/05/2019;1;"Milano";"Milano";1094;7;;;;710;370;359;11;0;8;4;1;1;9;10;25;23;63;2;113;0;1;99;0
26/05/2019;1;"Milano";"Milano";1095;7;;;;610;380;370;10;1;11;2;0;1;9;0;32;18;57;0;130;0;0;109;0
26/05/2019;1;"Milano";"Milano";1096;7;;;;942;495;477;18;1;12;6;6;0;14;9;25;31;76;2;153;1;6;134;1
26/05/2019;1;"Milano";"Milano";1097;7;;;;616;312;301;11;0;4;1;0;0;9;9;25;13;31;2;121;0;1;85;0
26/05/2019;1;"Milano";"Milano";1099;7;;;;989;554;548;6;0;43;0;0;0;11;3;78;47;21;0;164;0;2;179;0
26/05/2019;1;"Milano";"Milano";1100;7;;;;638;402;395;7;2;11;4;2;3;13;8;47;25;42;0;144;2;1;91;0
26/05/2019;1;"Milano";"Milano";1102;7;;;;780;446;442;4;1;27;4;0;0;12;9;44;22;39;1;159;2;1;121;0
26/05/2019;1;"Milano";"Milano";1103;7;;;;869;521;516;5;5;25;2;2;2;18;2;78;31;33;1;156;2;1;157;1
26/05/2019;1;"Milano";"Milano";1107;8;;;;1000;689;669;20;3;17;2;0;2;38;20;49;49;65;0;212;2;5;204;1
26/05/2019;1;"Milano";"Milano";1111;8;;;;787;555;545;10;0;16;4;5;1;21;16;50;26;33;1;163;0;3;205;1
26/05/2019;1;"Milano";"Milano";1112;8;;;;976;594;590;4;1;17;2;1;5;12;12;85;25;72;0;194;1;7;155;1
26/05/2019;1;"Milano";"Milano";1113;8;;;;505;263;261;2;0;9;1;2;0;6;4;21;8;27;3;119;0;0;61;0
26/05/2019;1;"Milano";"Milano";1114;8;;;;978;524;509;15;0;17;2;0;1;14;9;51;23;53;5;221;0;3;110;0
26/05/2019;1;"Milano";"Milano";1115;8;;;;702;402;386;16;0;25;1;4;1;15;7;51;19;39;0;118;1;1;104;0
26/05/2019;1;"Milano";"Milano";1116;8;;;;0;24;24;0;0;0;1;0;0;0;0;4;2;3;0;5;0;0;8;1
26/05/2019;1;"Milano";"Milano";1117;8;;;;1056;633;624;9;5;25;1;2;1;26;12;72;47;44;0;184;1;5;199;0
26/05/2019;1;"Milano";"Milano";1118;8;;;;827;519;514;5;3;22;2;0;0;25;7;43;30;63;0;153;0;3;163;0
26/05/2019;1;"Milano";"Milano";1119;8;;;;824;452;445;7;0;16;1;2;0;11;11;33;23;50;1;127;1;4;165;0
26/05/2019;1;"Milano";"Milano";1120;8;;;;868;449;428;21;0;14;4;4;1;20;11;40;28;35;1;149;0;2;119;0
26/05/2019;1;"Milano";"Milano";1121;8;;;;965;565;555;10;0;20;7;0;2;17;18;42;30;53;0;200;0;1;164;1
26/05/2019;1;"Milano";"Milano";1123;6;;;;675;319;315;4;1;7;1;0;0;1;11;37;11;46;1;131;2;1;64;1
26/05/2019;1;"Milano";"Milano";1124;5;;;;879;585;566;19;2;18;4;0;1;18;21;56;36;41;1;173;1;1;193;0
26/05/2019;1;"Milano";"Milano";1125;8;;;;831;498;490;8;2;28;6;5;2;13;14;33;26;56;2;142;0;1;160;0
26/05/2019;1;"Milano";"Milano";1127;8;;;;797;425;412;13;1;19;4;1;1;12;4;40;25;42;0;140;0;1;122;0
26/05/2019;1;"Milano";"Milano";1128;8;;;;888;501;490;11;1;16;2;2;4;16;16;42;28;48;2;193;1;2;117;0
26/05/2019;1;"Milano";"Milano";1130;8;;;;888;499;490;9;1;26;4;2;1;22;16;33;25;32;0;142;0;1;185;0
26/05/2019;1;"Milano";"Milano";1132;8;;;;831;509;504;5;1;14;3;1;0;16;12;50;28;48;0;155;0;2;174;0
26/05/2019;1;"Milano";"Milano";1133;8;;;;775;456;449;7;2;18;1;1;1;13;3;43;28;48;1;157;0;1;132;0
26/05/2019;1;"Milano";"Milano";1135;8;;;;626;387;374;13;1;18;4;2;0;18;13;29;24;35;0;121;2;1;106;0
26/05/2019;1;"Milano";"Milano";1136;8;;;;725;376;369;7;0;22;2;2;0;17;13;26;20;49;1;105;0;1;111;0
26/05/2019;1;"Milano";"Milano";1137;8;;;;679;324;321;3;4;9;2;0;0;18;17;24;11;27;0;100;0;3;106;0
26/05/2019;1;"Milano";"Milano";1141;8;;;;573;286;279;7;0;19;2;0;0;5;7;15;13;25;1;92;0;1;99;0
26/05/2019;1;"Milano";"Milano";1142;8;;;;711;384;371;13;0;16;3;0;1;18;12;29;10;42;1;110;0;2;126;1
26/05/2019;1;"Milano";"Milano";1143;8;;;;703;358;348;10;2;12;3;0;0;12;15;34;13;33;4;146;0;1;73;0
26/05/2019;1;"Milano";"Milano";1144;8;;;;730;408;403;5;0;16;3;1;0;18;6;38;18;41;1;131;0;0;129;1
26/05/2019;1;"Milano";"Milano";1148;8;;;;703;425;421;4;2;19;5;1;3;17;11;39;21;38;0;116;1;1;147;0
26/05/2019;1;"Milano";"Milano";1149;8;;;;777;370;354;16;1;12;4;1;0;14;14;27;18;43;2;97;1;3;117;0
26/05/2019;1;"Milano";"Milano";1151;5;;;;761;491;473;18;2;13;2;3;1;9;15;81;28;46;1;120;1;2;149;0
26/05/2019;1;"Milano";"Milano";1152;8;;;;3;93;92;1;1;0;2;1;0;1;1;7;6;17;1;34;0;0;21;0
26/05/2019;1;"Milano";"Milano";1154;8;;;;1075;506;497;9;0;10;5;2;0;14;14;45;22;96;3;178;1;4;103;0
26/05/2019;1;"Milano";"Milano";1155;8;;;;985;467;455;12;1;13;4;0;0;14;5;33;24;72;1;179;0;1;108;0
26/05/2019;1;"Milano";"Milano";1156;6;;;;610;309;301;8;4;4;5;0;0;4;9;27;9;35;1;122;0;1;80;0
26/05/2019;1;"Milano";"Milano";1159;8;;;;407;163;159;4;0;4;0;0;0;4;0;18;12;18;0;87;0;1;15;0
26/05/2019;1;"Milano";"Milano";1161;8;;;;745;422;411;11;1;10;0;1;1;5;6;26;14;88;3;147;1;3;105;0
26/05/2019;1;"Milano";"Milano";1163;8;;;;860;381;370;11;0;7;4;0;2;6;9;47;13;48;0;150;0;2;82;0
26/05/2019;1;"Milano";"Milano";1164;8;;;;765;443;430;13;2;9;2;0;1;18;8;30;12;57;1;163;0;1;125;1
26/05/2019;1;"Milano";"Milano";1165;9;;;;934;489;481;8;0;24;2;1;4;21;2;46;31;72;1;130;0;3;144;0
26/05/2019;1;"Milano";"Milano";1167;9;;;;766;438;432;6;0;19;2;1;2;19;16;22;18;62;0;143;0;2;125;1
26/05/2019;1;"Milano";"Milano";1168;9;;;;722;426;418;8;2;18;7;1;1;22;16;36;12;40;0;105;0;2;156;0
26/05/2019;1;"Milano";"Milano";1170;9;;;;667;378;371;7;0;18;5;1;0;18;12;19;17;41;0;91;1;2;146;0
26/05/2019;1;"Milano";"Milano";1172;9;;;;819;465;456;9;2;31;0;1;4;15;9;42;22;32;1;135;0;2;160;0
26/05/2019;1;"Milano";"Milano";1173;9;;;;945;503;490;13;0;24;5;1;4;17;17;32;13;51;2;150;0;2;171;1
26/05/2019;1;"Milano";"Milano";1174;9;;;;841;502;491;11;3;26;4;0;1;16;12;50;25;38;1;149;0;2;164;0
26/05/2019;1;"Milano";"Milano";1175;9;;;;791;413;405;8;0;15;1;0;0;19;8;35;17;49;1;133;0;2;124;1
26/05/2019;1;"Milano";"Milano";1176;9;;;;1185;589;579;10;5;27;9;3;2;22;18;44;15;84;0;154;0;3;193;0
26/05/2019;1;"Milano";"Milano";1178;9;;;;950;479;464;15;4;4;5;0;0;13;6;35;32;58;0;214;0;3;89;1
26/05/2019;1;"Milano";"Milano";1181;9;;;;695;430;422;8;0;25;2;0;1;16;10;14;23;57;0;106;2;0;166;0
26/05/2019;1;"Milano";"Milano";1182;9;;;;935;532;514;18;2;25;5;0;1;13;16;34;32;66;1;149;2;1;167;0
26/05/2019;1;"Milano";"Milano";1184;9;;;;1005;592;580;12;2;29;3;2;1;9;33;61;26;64;0;158;0;7;184;1
26/05/2019;1;"Milano";"Milano";1185;9;;;;748;444;435;9;0;21;4;0;3;26;15;27;18;43;0;102;0;3;173;0
26/05/2019;1;"Milano";"Milano";1186;9;;;;964;563;553;10;0;30;0;2;1;17;15;69;25;54;0;144;1;3;192;0
26/05/2019;1;"Milano";"Milano";1187;9;;;;905;535;527;8;0;21;2;2;0;11;22;79;21;43;1;167;0;1;157;0
26/05/2019;1;"Milano";"Milano";1188;9;;;;710;383;377;6;0;11;6;1;2;7;11;37;13;45;0;131;0;0;113;0
26/05/2019;1;"Milano";"Milano";1190;9;;;;848;485;476;9;3;20;3;1;1;14;11;52;27;49;1;162;0;1;131;0
26/05/2019;1;"Milano";"Milano";1191;9;;;;877;578;572;6;0;26;4;1;0;10;11;96;35;44;2;120;0;2;221;0
26/05/2019;1;"Milano";"Milano";1192;9;;;;942;589;583;6;5;32;0;1;3;33;30;69;16;43;1;100;1;3;245;1
26/05/2019;1;"Milano";"Milano";1194;9;;;;927;578;570;8;3;31;2;3;1;12;21;68;22;36;1;120;0;1;249;0
26/05/2019;1;"Milano";"Milano";1196;9;;;;1010;582;574;8;6;24;0;0;1;20;10;53;42;63;0;149;0;4;202;0
26/05/2019;1;"Milano";"Milano";1200;9;;;;788;417;412;5;5;18;0;0;1;9;5;54;15;51;0;114;0;0;139;1
26/05/2019;1;"Milano";"Milano";1201;9;;;;823;407;402;5;0;15;4;1;1;20;13;32;21;40;2;134;0;4;115;0
26/05/2019;1;"Milano";"Milano";1203;9;;;;820;471;465;6;7;23;2;1;2;21;15;45;22;37;0;103;0;2;184;1
26/05/2019;1;"Milano";"Milano";1204;9;;;;799;457;447;10;0;23;2;1;0;18;18;36;19;57;0;131;0;0;140;2
26/05/2019;1;"Milano";"Milano";1205;9;;;;924;580;571;9;1;30;1;2;2;11;11;77;39;61;1;166;0;0;169;0
26/05/2019;1;"Milano";"Milano";1207;9;;;;848;453;445;8;6;23;5;2;1;12;23;26;22;46;0;117;1;1;160;0
26/05/2019;1;"Milano";"Milano";1209;9;;;;803;487;475;12;1;16;4;0;0;11;12;51;21;57;4;126;0;1;169;2
26/05/2019;1;"Milano";"Milano";1210;9;;;;802;475;466;9;1;8;4;1;0;9;9;44;16;60;1;163;0;0;150;0
26/05/2019;1;"Milano";"Milano";1211;9;;;;1012;550;542;8;1;15;8;0;2;15;6;43;15;66;2;212;0;1;156;0
26/05/2019;1;"Milano";"Milano";1212;9;;;;740;449;442;7;1;9;7;1;2;8;7;37;21;58;1;124;1;3;162;0
26/05/2019;1;"Milano";"Milano";1213;9;;;;764;374;367;7;1;5;5;0;1;7;8;32;15;40;1;146;0;3;103;0
26/05/2019;1;"Milano";"Milano";1214;9;;;;788;492;485;7;1;29;6;1;0;23;12;38;34;44;1;166;0;3;127;0
26/05/2019;1;"Milano";"Milano";1215;9;;;;950;596;586;10;1;38;6;0;0;19;12;47;47;56;1;182;0;1;175;1
26/05/2019;1;"Milano";"Milano";1216;9;;;;852;493;482;11;0;14;5;0;2;16;7;44;32;33;4;164;1;0;159;1
26/05/2019;1;"Milano";"Milano";1218;9;;;;846;519;508;11;2;12;3;0;2;12;27;23;21;46;1;171;1;1;186;0
26/05/2019;1;"Milano";"Milano";1219;9;;;;1116;724;716;8;4;36;4;1;1;28;17;68;42;60;1;229;0;5;219;1
26/05/2019;1;"Milano";"Milano";1220;9;;;;1023;601;589;12;4;26;4;0;1;21;16;62;26;51;2;194;1;2;179;0
